,id,sensor_serial_number,name,description,created_at,updated_at,spaces,tags,multipoint
0,drw_966437619804144274,B2FAG008,Brooklyn: Testing Unit,,2021-08-24T20:38:04.116Z,2021-08-24T20:38:11.119Z,[],[],False
1,drw_1004860652222677353,A1EFY014,Park Ave: F12.1- 1/2,,2021-12-08T21:17:28.924Z,2021-12-08T21:17:35.939Z,"[{'id': 'spc_964669254068601838', 'name': '12th Floor', 'link_id': 'lnk_1004866596549690179', 'sensor_placement': 1}]",[],True
2,drw_1004860944326590841,A1EFU045,Park Ave: F12.1- 2/2,,2021-12-08T21:18:38.566Z,2021-12-08T21:18:43.161Z,"[{'id': 'spc_964669254068601838', 'name': '12th Floor', 'link_id': 'lnk_1004866596545495873', 'sensor_placement': 1}]",[],True
3,drw_1004861211927380362,A1EFT030,Park Ave: F12.2,,2021-12-08T21:19:42.384Z,2021-12-08T21:19:49.918Z,"[{'id': 'spc_964669254068601838', 'name': '12th Floor', 'link_id': 'lnk_1004866596541301570', 'sensor_placement': 1}]",[],False
4,drw_1004861460427309477,A1EFU002,Park Ave: F12.3,,2021-12-08T21:20:41.618Z,2021-12-08T21:20:48.806Z,"[{'id': 'spc_964669254068601838', 'name': '12th Floor', 'link_id': 'lnk_1004866596537107264', 'sensor_placement': 1}]",[],False
5,drw_1007746200721424939,A1EFY019,Park Ave: F6.10- SE Men’s Restroom,,2021-12-16T20:23:37.309Z,2021-12-16T20:23:41.484Z,"[{'id': 'spc_1007813665115603175', 'name': 'Floor 6, SE Men’s Restroom', 'link_id': 'lnk_1007813666046738664', 'sensor_placement': -1}]",[],False
6,drw_1007743308513935431,A1EFT027,Park Ave: F6.1-NW Women’s Restroom,,2021-12-16T20:12:07.792Z,2021-12-16T20:12:13.690Z,"[{'id': 'spc_1007812342638969039', 'name': 'Floor 6, NW Women’s Restroom', 'link_id': 'lnk_1007812343754653904', 'sensor_placement': -1}]",[],False
7,drw_1007743567830974549,A1EFY011,Park Ave: F6.4-NE Men’s Restroom,,2021-12-16T20:13:09.564Z,2021-12-16T20:13:16.032Z,"[{'id': 'spc_1007812533655961811', 'name': 'Floor 6, NE Men’s Restroom', 'link_id': 'lnk_1007812534540959956', 'sensor_placement': -1}]",[],False
8,drw_1007743900783214696,A1EFY021,Park Ave: F6.5,,2021-12-16T20:14:28.945Z,2021-12-16T20:14:32.101Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813184775520475', 'sensor_placement': 1}]",[],True
9,drw_1007744136029143315,A1EFZ011,Park Ave: F6.6,,2021-12-16T20:15:25.045Z,2021-12-16T20:15:43.425Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813185371111644', 'sensor_placement': 1}]",[],True
10,drw_1007744647130251681,A1EFY012,Park Ave: F6.7,,2021-12-16T20:17:26.905Z,2021-12-16T20:17:32.160Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813185605992672', 'sensor_placement': 1}]",[],False
11,drw_1007744964127359412,A1EFZ001,Park Ave: F6.7.1,,2021-12-16T20:18:42.475Z,2021-12-16T20:18:47.961Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813185597604063', 'sensor_placement': 1}]",[],False
12,drw_1007745282705719779,A1EFU015,Park Ave: F6.7.2,,2021-12-16T20:19:58.533Z,2021-12-16T20:20:03.284Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813185605992670', 'sensor_placement': 1}]",[],True
13,drw_1007745552961503727,A1EFU043,Park Ave: F6.7.3,,2021-12-16T20:21:02.869Z,2021-12-16T20:21:07.051Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007813185597604061', 'sensor_placement': 1}]",[],True
14,drw_1007745823443780117,A1EFZ023,Park Ave: F6.8- SW Men’s Restroom,,2021-12-16T20:22:07.345Z,2021-12-16T20:22:11.662Z,"[{'id': 'spc_1007813449968779491', 'name': 'Floor 6, SW Men’s Restroom', 'link_id': 'lnk_1007813450686005476', 'sensor_placement': -1}]",[],False
15,drw_1007748947424314320,A1EFZ030,Park Ave: F7.11-SE Women’s Restroom,,2021-12-16T20:34:32.158Z,2021-12-16T20:34:35.851Z,"[{'id': 'spc_1007815493710512392', 'name': 'Floor 7, SE Women’s Restroom', 'link_id': 'lnk_1007815494561956105', 'sensor_placement': -1}]",[],False
16,drw_1007754162261197248,A1EFY002,Park Ave: F7.13-SW Men’s Restroom,,2021-12-16T20:55:15.495Z,2021-12-16T20:55:20.434Z,"[{'id': 'spc_1007815641308070158', 'name': 'Floor 7, SW Men’s Restroom', 'link_id': 'lnk_1007815642084016399', 'sensor_placement': -1}]",[],False
17,drw_1007755114775052797,A1EFU004,Park Ave: F7.14.1,,2021-12-16T20:59:02.655Z,2021-12-16T20:59:07.464Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822391185662', 'sensor_placement': 1}]",[],False
18,drw_1007754470240551375,A1EFU042,Park Ave: F7.14- 1/2,,2021-12-16T20:56:28.903Z,2021-12-16T20:56:33.342Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822416351487', 'sensor_placement': 1}]",[],True
19,drw_1007755392832242252,A1EFU046,Park Ave: F7.14.2- 1/2,,2021-12-16T21:00:08.865Z,2021-12-16T21:00:41.406Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814823129383171', 'sensor_placement': 1}]",[],True
20,drw_1007754798147043806,A1EFU011,Park Ave: F7.14- 2/2,,2021-12-16T20:57:47.106Z,2021-12-16T20:57:53.579Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814823162937604', 'sensor_placement': 1}]",[],True
21,drw_1007756288425198406,A1EFY020,Park Ave: F7.14.2- 2/2,,2021-12-16T21:03:42.394Z,2021-12-16T21:03:50.134Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814823116800258', 'sensor_placement': 1}]",[],True
22,drw_1007746497841726010,A1EFZ010,Park Ave: F7.1- NW Women’s Restroom,,2021-12-16T20:24:48.139Z,2021-12-16T20:24:52.723Z,"[{'id': 'spc_1007814037460746476', 'name': 'Floor 7, NW Women’s Restroom', 'link_id': 'lnk_1007814038261858541', 'sensor_placement': -1}]",[],False
23,drw_1007763708836840038,A1EFY004,Park Ave: F7.4-NE Men’s Restroom,,2021-12-16T21:33:11.558Z,2021-12-16T21:33:47.481Z,"[{'id': 'spc_1007814310585434353', 'name': ""Floor 7, NE Men's Restroom"", 'link_id': 'lnk_1007814311365574898', 'sensor_placement': -1}]",[],False
24,drw_1007746873638781513,A1EFZ022,Park Ave: F7.5,,2021-12-16T20:26:17.746Z,2021-12-16T20:26:31.723Z,"[{'id': 'spc_964669056093258730', 'name': '6th Floor', 'link_id': 'lnk_1007815241477652743', 'sensor_placement': 1}, {'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814821627822331', 'sensor_placement': -1}]",[],False
25,drw_1007747223536009816,A1EFZ004,Park Ave: F7.6,,2021-12-16T20:27:41.162Z,2021-12-16T20:27:46.272Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822235996412', 'sensor_placement': 1}]",[],True
26,drw_1007747600020931174,A1EFT031,Park Ave: F7.7,,2021-12-16T20:29:10.915Z,2021-12-16T20:29:16.513Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822374408445', 'sensor_placement': 1}]",[],True
27,drw_1007747973158798110,A1EFZ015,Park Ave: F7.8,,2021-12-16T20:30:39.898Z,2021-12-16T20:30:45.761Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822412157185', 'sensor_placement': 1}]",[],True
28,drw_1007748490031268800,A1EFY005,Park Ave: F7.9,,2021-12-16T20:32:43.109Z,2021-12-16T20:32:46.633Z,"[{'id': 'spc_964669132635112427', 'name': '7th Floor', 'link_id': 'lnk_1007814822399574272', 'sensor_placement': 1}]",[],True
29,drw_1007817419709743676,,Park Ave: F8.10-SE Women’s Restroom,,2021-12-17T01:06:37.221Z,2021-12-17T01:06:37.223Z,"[{'id': 'spc_1007817468149760573', 'name': 'Floor 8, SE Women’s Restroom', 'link_id': 'lnk_1007817469085090366', 'sensor_placement': -1}]",[],False
30,drw_1007756703938118530,A1EFT019,Park Ave: F8.1-NW Women’s Restroom,,2021-12-16T21:05:21.476Z,2021-12-16T21:05:33.603Z,"[{'id': 'spc_1007816081743544864', 'name': 'Floor 8, NW Women’s Restroom', 'link_id': 'lnk_1007816082804703777', 'sensor_placement': -1}]",[],False
31,drw_1007816300417778211,A1ENC046,Park Ave: F8.4- NE Men’s Restroom,,2021-12-17T01:02:10.362Z,2022-01-14T21:04:11.588Z,"[{'id': 'spc_1007816445825909284', 'name': 'Floor 8, NE Men’s Restroom', 'link_id': 'lnk_1007819451271217765', 'sensor_placement': -1}]",[],False
32,drw_1007816598116893225,A1ENC023,Park Ave: F8.5,,2021-12-17T01:03:21.334Z,2022-01-14T21:06:18.750Z,"[{'id': 'spc_964669188536796140', 'name': '8th Floor', 'link_id': 'lnk_1007816723803406891', 'sensor_placement': 1}]",[],True
33,drw_1007816680996340266,A1EMX006,Park Ave: F8.6,,2021-12-17T01:03:41.102Z,2022-01-14T21:07:12.080Z,"[{'id': 'spc_964669188536796140', 'name': '8th Floor', 'link_id': 'lnk_1007816724499661356', 'sensor_placement': 1}]",[],True
34,drw_1007816930888778290,A1ENC035,Park Ave: F8.7,,2021-12-17T01:04:40.673Z,2022-01-14T21:08:06.102Z,"[{'id': 'spc_964669188536796140', 'name': '8th Floor', 'link_id': 'lnk_1007817223852524085', 'sensor_placement': 1}]",[],False
35,drw_1007817050208338483,A1ENC043,Park Ave: F8.7.1,,2021-12-17T01:05:09.129Z,2022-01-14T21:09:30.743Z,"[{'id': 'spc_964669188536796140', 'name': '8th Floor', 'link_id': 'lnk_1007817224309703222', 'sensor_placement': 1}]",[],True
36,drw_1007817175345398324,A1EMX004,Park Ave: F8.7.2,,2021-12-17T01:05:38.949Z,2022-01-14T21:10:16.845Z,"[{'id': 'spc_964669188536796140', 'name': '8th Floor', 'link_id': 'lnk_1007817224456503863', 'sensor_placement': 1}]",[],True
37,drw_964575650448933713,A1EFS015,Travis: Entry 10.10: Metro Pod,,2021-08-19T17:19:16.028Z,2021-08-23T20:16:26.466Z,"[{'id': 'spc_964575655691813714', 'name': 'Travis: F10: Metro Pod', 'link_id': 'lnk_964575656585200467', 'sensor_placement': -1}]",[],False
38,drw_964576130138899304,A1EFS017,Travis: Entry 10.11: Allen Pod,,2021-08-19T17:21:10.397Z,2021-08-23T20:19:45.035Z,"[{'id': 'spc_964576134387729257', 'name': 'Travis:  F10 Allen Pod', 'link_id': 'lnk_964576135151092586', 'sensor_placement': -1}]",[],False
39,drw_964574296296915635,A1EFM015,Travis: Entry 10.1: Women’s Restroom,,2021-08-19T17:13:53.174Z,2021-08-23T20:10:19.143Z,"[{'id': 'spc_964574304299647668', 'name': 'Travis: F10: Women’s Restroom', 'link_id': 'lnk_964574305323057845', 'sensor_placement': -1}]",[],False
40,drw_964574752104514358,A1EFS021,Travis: Entry 10.2: Unisex Restroom,,2021-08-19T17:15:41.848Z,2021-08-23T20:11:15.179Z,"[{'id': 'spc_964574756353344311', 'name': 'Travis: F10: Unisex Restroom', 'link_id': 'lnk_964574757104124728', 'sensor_placement': -1}]",[],False
41,drw_964575033747833669,A1EFS019,Travis: Entry 10.3: Near Elevator Lobby,,2021-08-19T17:16:48.994Z,2021-08-23T20:12:11.162Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964577868698878868', 'sensor_placement': 1}, {'id': 'spc_950805450792632604', 'name': 'Floor 10', 'link_id': 'lnk_964575044552360774', 'sensor_placement': 1}]",[],False
42,drw_964575872155648860,A1EFS016,Travis: Entry 10.5: Elevator Lobby,,2021-08-19T17:20:08.885Z,2021-08-23T20:17:29.170Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964577868673713043', 'sensor_placement': 1}, {'id': 'spc_950805450792632604', 'name': 'Floor 10', 'link_id': 'lnk_964575877083956061', 'sensor_placement': 1}]",[],False
43,drw_964576019627377506,A1EFS013,Travis: Entry 10.7: Freight Elevator,,2021-08-19T17:20:44.043Z,2021-08-23T20:18:29.824Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_964577868719850389', 'sensor_placement': -1}, {'id': 'spc_950805450792632604', 'name': 'Floor 10', 'link_id': 'lnk_964576024761205603', 'sensor_placement': -1}]",[],False
44,drw_964575423469978446,A1EFS022,Travis: Entry 10.9: Men’s Restroom,,2021-08-19T17:18:21.912Z,2021-08-23T20:13:56.810Z,"[{'id': 'spc_964575428679304015', 'name': 'Travis: F10: Men’s Restroom', 'link_id': 'lnk_964575429518164816', 'sensor_placement': -1}]",[],False
45,drw_966081540096262204,A1EFS026,Travis: Entry 11.10: Pod,,2021-08-23T21:03:08.101Z,2021-08-23T21:03:29.822Z,"[{'id': 'spc_966118340282024269', 'name': 'Travis: Entry 11.10: Pod', 'link_id': 'lnk_966118341280268622', 'sensor_placement': -1}]",[],False
46,drw_966082002895765576,A1EFM033,Travis: Entry 11.11: Pod 2,,2021-08-23T21:04:58.440Z,2021-08-23T21:05:07.337Z,"[{'id': 'spc_966118571954405834', 'name': 'Travis:Entry 11.11: Pod 2', 'link_id': 'lnk_966118572726157771', 'sensor_placement': -1}]",[],False
47,drw_964275672300126667,A1EFM034,Travis: Entry 11.12: Stairwell from floor 11 to floor 12,,2021-08-18T21:27:15.660Z,2021-08-23T21:06:16.987Z,"[{'id': 'spc_950805489682219293', 'name': 'Floor 11', 'link_id': 'lnk_964275681930248652', 'sensor_placement': -1}, {'id': 'spc_950805526378184990', 'name': 'Floor 12', 'link_id': 'lnk_964275748196057549', 'sensor_placement': 1}]",[],False
48,drw_966071082303881327,A1EFS014,Travis: Entry 11.1: Women’s Restroom,,2021-08-23T20:21:34.765Z,2021-08-23T20:21:48.389Z,"[{'id': 'spc_966117004685607225', 'name': 'Travis: Entry 11.1: Women’s Restroom', 'link_id': 'lnk_966117005595771194', 'sensor_placement': -1}]",[],False
49,drw_966071566112653434,A1EFS020,Travis: Entry 11.2: Unisex Restroom,,2021-08-23T20:23:30.114Z,2022-01-11T23:56:34.914Z,"[{'id': 'spc_966117409809236289', 'name': 'Travis: Entry 11.2: Unisex Restroom', 'link_id': 'lnk_966117410601959746', 'sensor_placement': -1}]",[],False
50,drw_966086723098378614,A1EFS025,Travis: Entry 11.3: Elevator Lobby,,2021-08-23T21:23:43.830Z,2021-08-23T21:24:05.790Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966119182615708111', 'sensor_placement': 1}, {'id': 'spc_950805489682219293', 'name': 'Floor 11', 'link_id': 'lnk_966116523712184628', 'sensor_placement': 1}]",[],False
51,drw_966080222501798798,A1EFS023,Travis: Entry 11.5: Elevator Lobby,,2021-08-23T20:57:53.958Z,2021-08-23T20:58:02.692Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966119183148384720', 'sensor_placement': 1}, {'id': 'spc_950805489682219293', 'name': 'Floor 11', 'link_id': 'lnk_966116523733156150', 'sensor_placement': 1}]",[],False
52,drw_966080655119090594,A1EFS018,Travis: Entry 11.7: Freight Elevator,,2021-08-23T20:59:37.103Z,2021-08-23T20:59:47.962Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966119183408431569', 'sensor_placement': -1}, {'id': 'spc_950805489682219293', 'name': 'Floor 11', 'link_id': 'lnk_966116523720573237', 'sensor_placement': -1}]",[],False
53,drw_966081057629667375,A1EFS024,Travis: Entry 11.9: Men’s Restroom,,2021-08-23T21:01:13.079Z,2021-08-23T21:01:31.097Z,"[{'id': 'spc_966118071217422666', 'name': 'Travis: Entry 11.9: Men’s Restroom', 'link_id': 'lnk_966118071980785995', 'sensor_placement': -1}]",[],False
54,drw_966085228487508275,A1EFM002,Travis: Entry 12.10: Pod 1,,2021-08-23T21:17:47.484Z,2021-08-23T21:17:52.978Z,"[{'id': 'spc_966121383123747324', 'name': 'Travis: Entry 12.10: Pod 1', 'link_id': 'lnk_966121383987773949', 'sensor_placement': -1}]",[],False
55,drw_966085551910289730,A1EFK015,Travis: Entry 12.11: Pod 2,,2021-08-23T21:19:04.593Z,2021-08-23T21:19:10.516Z,"[{'id': 'spc_966121659943617023', 'name': 'Travis: Entry 12.11: Pod 2', 'link_id': 'lnk_966121660744729088', 'sensor_placement': -1}]",[],False
56,drw_966082687104188504,A1EFK019,Travis: Entry 12.1: Women’s Restroom,,2021-08-23T21:07:41.565Z,2021-08-23T21:07:48.152Z,"[{'id': 'spc_966120787188646374', 'name': 'Travis: Entry 12.1: Women’s Restroom', 'link_id': 'lnk_966120787872317927', 'sensor_placement': -1}]",[],False
57,drw_966083077933629544,A1EFK012,Travis: Entry 12.2: Unisex Restroom,,2021-08-23T21:09:14.747Z,2021-08-23T21:09:22.986Z,"[{'id': 'spc_966120944944808424', 'name': 'Travis: Entry 12.2: Unisex Restroom', 'link_id': 'lnk_966120945662034409', 'sensor_placement': -1}]",[],False
58,drw_966083422822858866,A1EFJ026,Travis: Entry 12.3: Elevator Lobby,,2021-08-23T21:10:36.973Z,2021-08-23T21:11:01.853Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966122233816678918', 'sensor_placement': 1}, {'id': 'spc_950805526378184990', 'name': 'Floor 12', 'link_id': 'lnk_966120486327026142', 'sensor_placement': 1}]",[],False
59,drw_966083917129973886,A1EFK027,Travis: Entry 12.5: Elevator Lobby,,2021-08-23T21:12:34.826Z,2021-08-23T21:12:54.540Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966122234336772615', 'sensor_placement': 1}, {'id': 'spc_950805526378184990', 'name': 'Floor 12', 'link_id': 'lnk_966120486821954015', 'sensor_placement': 1}]",[],False
60,drw_966084576227098890,A1EFK029,Travis: Entry 12.7 Freight Elevator,,2021-08-23T21:15:11.967Z,2021-08-23T23:37:07.665Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966122234647151112', 'sensor_placement': -1}, {'id': 'spc_950805526378184990', 'name': 'Floor 12', 'link_id': 'lnk_966120487094583776', 'sensor_placement': -1}]",[],False
61,drw_966084916221575461,A1EFM005,Travis: Entry 12.9: Men’s Restroom,,2021-08-23T21:16:33.033Z,2021-08-23T21:16:37.313Z,"[{'id': 'spc_966121202923864557', 'name': 'Travis: Entry 12.9: Men’s Restroom', 'link_id': 'lnk_966121203733365230', 'sensor_placement': -1}]",[],False
62,drw_966088619913642562,A1EFJ028,Travis: Entry 13.10: Pod,,2021-08-23T21:31:16.057Z,2021-08-23T21:31:20.082Z,"[{'id': 'spc_966130586290750359', 'name': 'Travis: Entry 13.10: Pod', 'link_id': 'lnk_966130587150582680', 'sensor_placement': -1}]",[],False
63,drw_966088916031504981,A1EFK025,Travis: Entry 13.11: Pod,,2021-08-23T21:32:26.658Z,2021-08-23T21:32:34.144Z,"[{'id': 'spc_966130817761805213', 'name': 'Travis: Entry 13.11: Pod', 'link_id': 'lnk_966130818676163486', 'sensor_placement': -1}]",[],False
64,drw_966089308496724600,A1EFJ030,Travis: Entry 13.12: Stairwell from floor 13 to floor 14,,2021-08-23T21:34:00.230Z,2021-08-23T21:34:08.896Z,"[{'id': 'spc_950805563753627935', 'name': 'Floor 13', 'link_id': 'lnk_966129435927380784', 'sensor_placement': -1}, {'id': 'spc_950805640261927201', 'name': 'Floor 14', 'link_id': 'lnk_966132050006377399', 'sensor_placement': 1}]",[],False
65,drw_966086049447018831,A1EFM001,Travis: Entry 13.1: Women’s Restroom,,2021-08-23T21:21:03.212Z,2021-08-23T21:21:14.553Z,"[{'id': 'spc_966129769705898804', 'name': 'Travis: Entry 13.1: Women’s Restroom', 'link_id': 'lnk_966129770779640629', 'sensor_placement': -1}]",[],False
66,drw_966086415429402970,A1EFK030,Travis: Entry 13.2: Single User,,2021-08-23T21:22:30.468Z,2021-08-23T21:22:37.234Z,"[{'id': 'spc_966130090263970706', 'name': 'Travis: Entry 13.2: Single User', 'link_id': 'lnk_966130091102831507', 'sensor_placement': -1}]",[],False
67,drw_966087176146125188,A1EFM011,Travis: Entry 13.3: Elevator Lobby,,2021-08-23T21:25:31.844Z,2021-08-23T21:25:38.757Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966131255680697260', 'sensor_placement': 1}, {'id': 'spc_950805563753627935', 'name': 'Floor 13', 'link_id': 'lnk_966129435130463021', 'sensor_placement': 1}]",[],False
68,drw_966087552777847184,A1EFJ037,Travis: Entry 13.5: Elevator Lobby,,2021-08-23T21:27:01.633Z,2021-08-23T21:27:08.018Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966131256209179566', 'sensor_placement': 1}, {'id': 'spc_950805563753627935', 'name': 'Floor 13', 'link_id': 'lnk_966129435713471278', 'sensor_placement': 1}]",[],False
69,drw_966087979774771635,A1EFK024,Travis: Entry 13.7: Freight Elevator,,2021-08-23T21:28:43.439Z,2021-08-23T21:28:47.479Z,"[{'id': 'spc_950805106972950770', 'name': '600 Travis St', 'link_id': 'lnk_966131256494392237', 'sensor_placement': -1}, {'id': 'spc_950805563753627935', 'name': 'Floor 13', 'link_id': 'lnk_966129435906409263', 'sensor_placement': -1}]",[],False
